CRN	Course	Title	Type	Cr Hrs	Capacity	Instructor	Days	Begin	End	Location	Exam
17620	PHYS-2306	Foundations of Physics I	L	4	45	A Khan	M W	4:00PM	5:15PM	HAHN N 130	CTE
				* Additional Times *			M	12:20PM	1:10PM	ROB 101	
17621	PHYS-2306	Foundations of Physics I	B	0	36	TR Merritt	T	6:50PM	8:40PM	HAHN N 103	CTE
17622	PHYS-2306	Foundations of Physics I	B	0	0	TR Merritt	M	8:00AM	9:50AM	HAHN N 103	CTE
17623	PHYS-2306	Foundations of Physics I	L	4	45	A Khan	M W	2:30PM	3:45PM	HAHN N 130	CTE
				* Additional Times *			W	12:20PM	1:10PM	DER 1076	
17624	PHYS-2306	Foundations of Physics I	B	0	36	TR Merritt	T	12:20PM	2:10PM	HAHN N 103	CTE
17625	PHYS-2306	Foundations of Physics I	L	4	20	AL Robinson	M W F	9:05AM	9:55AM	LIBR 100S	CTE
				* Additional Times *			R	2:00PM	2:50PM	PAM 2001	
17626	PHYS-2306	Foundations of Physics I	L	4	20	AL Robinson	M W F	9:05AM	9:55AM	LIBR 100S	CTE
				* Additional Times *			R	2:00PM	2:50PM	PAM 1002	
17627	PHYS-2306	Foundations of Physics I	L	4	20	AL Robinson	M W F	9:05AM	9:55AM	LIBR 100S	CTE
				* Additional Times *			R	2:00PM	2:50PM	PAM 1010	
17628	PHYS-2306	Foundations of Physics I	L	4	20	JH Simonetti	M W F	9:05AM	9:55AM	DER 3076	CTE
				* Additional Times *			R	2:00PM	2:50PM	PAM 2028	
17629	PHYS-2306	Foundations of Physics I	L	4	20	JH Simonetti	M W F	9:05AM	9:55AM	DER 3076	CTE
				* Additional Times *			R	2:00PM	2:50PM	PAM 1008	
17630	PHYS-2306	Foundations of Physics I	B	0	36	TR Merritt	T	6:50PM	8:40PM	HAHN N 103	CTE
17631	PHYS-2306	Foundations of Physics I	B	0	36	TR Merritt	T	4:40PM	6:30PM	HAHN N 103	CTE
17632	PHYS-2306	Foundations of Physics I	B	0	36	TR Merritt	M	12:20PM	2:10PM	HAHN N 103	CTE
17633	PHYS-2306	Foundations of Physics I	B	0	36	TR Merritt	M	2:30PM	4:20PM	HAHN N 103	CTE
17634	PHYS-2306	Foundations of Physics I	B	0	36	TR Merritt	M	4:40PM	6:30PM	HAHN N 103	CTE
17635	PHYS-2306	Foundations of Physics I	B	0	36	TR Merritt	M	6:50PM	8:40PM	HAHN N 103	CTE
17636	PHYS-2306	Foundations of Physics I	B	0	36	TR Merritt	T	8:00AM	9:50AM	HAHN N 103	CTE
17637	PHYS-2306	Foundations of Physics I	B	0	36	TR Merritt	T	10:10AM	12:00PM	HAHN N 103	CTE
17638	PHYS-2306	Foundations of Physics I	B	0	36	TR Merritt	T	12:20PM	2:10PM	HAHN N 103	CTE
17639	PHYS-2306	Foundations of Physics I	B	0	0	TR Merritt	M	6:50PM	8:40PM	HAHN N 103	CTE
17640	PHYS-2306	Foundations of Physics I	B	0	36	TR Merritt	T	2:30PM	4:20PM	HAHN N 103	CTE
17641	PHYS-2306	Foundations of Physics I	B	0	36	TR Merritt	T	10:10AM	12:00PM	HAHN N 103	CTE
17642	PHYS-2306	Foundations of Physics I	B	0	0	TR Merritt	T	8:00AM	9:50AM	HAHN N 103	CTE
17643	PHYS-2306	Foundations of Physics I	L	4	45	A Khan	M W	4:00PM	5:15PM	HAHN N 130	CTE
				* Additional Times *			W	12:20PM	1:10PM	ROB 112	
17644	PHYS-2306	Foundations of Physics I	L	4	45	A Khan	M W	2:30PM	3:45PM	HAHN N 130	CTE
				* Additional Times *			F	9:05AM	9:55AM	ROB 112	
17645	PHYS-2306	Foundations of Physics I	L	4	45	A Khan	M W	5:30PM	6:45PM	HAHN N 130	CTE
				* Additional Times *			F	9:05AM	9:55AM	ROB 101	
17646	PHYS-2306	Foundations of Physics I	L	4	45	A Khan	M W	5:30PM	6:45PM	HAHN N 130	CTE
				* Additional Times *			F	10:10AM	11:00AM	ROB 101	
17647	PHYS-2306	Foundations of Physics I	B	0	0	TR Merritt	M	2:30PM	4:20PM	HAHN N 103	CTE
17648	PHYS-2306	Foundations of Physics I	B	0	36	TR Merritt	M	12:20PM	2:10PM	HAHN N 103	CTE
17649	PHYS-2306	Foundations of Physics I	B	0	36	TR Merritt	M	10:10AM	12:00PM	HAHN N 103	CTE
17650	PHYS-2306	Foundations of Physics I	B	0	36	TR Merritt	T	4:40PM	6:30PM	HAHN N 103	CTE
17651	PHYS-2306	Foundations of Physics I	B	0	0	TR Merritt	M	4:40PM	6:30PM	HAHN N 103	CTE
17652	PHYS-2306	Foundations of Physics I	L	4	45	A Khan	M W	5:30PM	6:45PM	HAHN N 130	CTE
				* Additional Times *			F	8:00AM	8:50AM	ROB 101	
17653	PHYS-2306	Foundations of Physics I	L	4	45	A Khan	M W	5:30PM	6:45PM	HAHN N 130	CTE
				* Additional Times *			F	11:15AM	12:05PM	ROB 101	
17654	PHYS-2306	Foundations of Physics I	L	4	45	A Khan	M W	2:30PM	3:45PM	HAHN N 130	CTE
				* Additional Times *			F	11:15AM	12:05PM	ROB 112	
17655	PHYS-2306	Foundations of Physics I	L	4	45	A Khan	M W	2:30PM	3:45PM	HAHN N 130	CTE
				* Additional Times *			F	12:20PM	1:10PM	ROB 112	
17656	PHYS-2306	Foundations of Physics I	B	0	36	TR Merritt	T	2:30PM	4:20PM	HAHN N 103	CTE
18862	PHYS-2306	Foundations of Physics I	B	0	0	TR Merritt	W	8:00AM	9:50AM	HAHN N 103	CTE
18863	PHYS-2306	Foundations of Physics I	B	0	0	TR Merritt	W	8:00AM	9:50AM	HAHN N 103	CTE
18970	PHYS-2306	Foundations of Physics I	L	4	20	JH Simonetti	M W F	9:05AM	9:55AM	DER 3076	CTE
				* Additional Times *			R	2:00PM	2:50PM	PAM 2002	
